left_elbow_angle,right_elbow_angle,label,source
153.96231,151.29567,pullup_down,115
166.72188,157.11539,pullup_down,115
154.47011,151.3312,pullup_down,115
149.66722,153.982,pullup_down,115
152.21811,157.58356,pullup_down,115
143.93718,158.4151,pullup_down,115
153.75969,153.12978,pullup_down,115
153.89476,154.2492,pullup_down,115
159.47472,141.4141,pullup_down,115
141.8415,163.5363,pullup_down,115
145.79965,154.21722,pullup_down,115
97.73277,91.82761,pullup_up,115
84.970146,104.84442,pullup_up,116
75.4302,102.31812,pullup_up,116
69.54535,87.55198,pullup_up,116
96.68556,89.668945,pullup_up,116
54.866714,99.04278,pullup_up,116
44.774895,64.09611,pullup_up,116
41.33872,73.42939,pullup_up,116
46.041504,62.710346,pullup_up,116
43.142536,64.80714,pullup_up,116
47.207016,72.21634,pullup_up,116
65.919655,74.36582,pullup_up,116
71.71262,64.919304,pullup_up,116
57.778034,75.16635,pullup_up,116
69.45949,83.13934,pullup_up,116
56.23193,87.36549,pullup_up,116
67.91709,99.20515,pullup_up,116
91.72042,96.85734,pullup_up,116
82.21807,101.260155,pullup_up,116
91.96169,98.00017,pullup_up,116
68.40097,88.44101,pullup_up,116
66.697556,80.08634,pullup_up,116
72.493546,82.18399,pullup_up,116
54.300568,94.58061,pullup_up,116
62.073765,81.251274,pullup_up,116
31.489527,88.401596,pullup_up,116
78.95568,85.49406,pullup_up,116
96.0328,80.485664,pullup_up,116
176.4935,132.88184,pullup_down,116
